DATE,CODE,NAME,WEBSITE LINK,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
06-04-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1855,1855,1855,1855,0,0.00%,-,
06-04-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,182.97,186.01,184.14,185.47,-1.33,-0.72%,-,
06-04-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,206.37,209.76,207.94,209.48,-1.54,-0.74%,-,
06-04-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1863.1,1863.1,1863.1,1864.44,-1.34,-0.07%,-,
06-04-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3547.08,3547.08,3547.08,3559.4,-12.32,-0.35%,-,
06-04-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,159.85,159.85,159.85,160.68,-0.83,-0.52%,-,
06-04-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,1874.5,1874.5,1874.5,1887.7,-13.2,-0.70%,-,
06-04-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1486.14,1486.14,1486.14,1492.48,-6.34,-0.42%,-,
07-04-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.9,13.9,13.9,13.9,0,0.00%,-,
07-04-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,351,351,351,351,0,0.00%,-,
07-04-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,81,81,81,87,-6,-6.90%,100,
07-04-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,360,360,360,360,0,0.00%,100,
07-04-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,17.2,17.2,17.2,17.2,0,0.00%,-,
07-04-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,145.5,146,145.75,145.5,0.25,0.17%,200,
07-04-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,24,24,24,22.15,1.85,8.35%,100,
07-04-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,8.8,9,8.84,8.82,0.02,0.23%,207400,
07-04-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,22.25,23.1,23.1,21,2.1,10.00%,884200,
07-04-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,11.8,12,11.85,11.95,-0.1,-0.84%,251400,
07-04-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,65,67.5,65,67.75,-2.75,-4.06%,24200,
07-04-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,37.5,39,38.3,39,-0.7,-1.79%,104100,
07-04-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.81,4.4,4.17,4,0.17,4.25%,45100,
07-04-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,49.5,49.95,49.75,50,-0.25,-0.50%,33200,
07-04-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,39,40,39.85,40.15,-0.3,-0.75%,95200,
07-04-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
07-04-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,25,25.25,25.25,25.05,0.2,0.80%,772100,
07-04-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,84.25,84.25,84.25,83.5,0.75,0.90%,200,
07-04-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,142,145,142.5,142,0.5,0.35%,48600,
07-04-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
07-04-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,1.1,1.15,1.12,1.07,0.05,4.67%,2300,
07-04-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.92,3.92,3.92,3.92,0,0.00%,100,
07-04-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
07-04-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,4.46,4.46,4.46,4.46,0,0.00%,-,
07-04-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,4.32,4.49,4.43,4.42,0.01,0.23%,37300,
07-04-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,16.55,17.2,16.7,16.55,0.15,0.91%,8400,
07-04-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3.36,3.36,3.36,3.51,-0.15,-4.27%,600,
07-04-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,21,21,21,21,0,0.00%,-,
07-04-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,17,17,17,17.5,-0.5,-2.86%,100,
07-04-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.23,0.24,0.23,0.22,0.01,4.55%,755900,
07-04-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,5.38,5.88,5.42,5.36,0.06,1.12%,63900,
07-04-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
07-04-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,39,39,39,39,0,0.00%,164700,
07-04-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,40,40,40,41.9,-1.9,-4.53%,100,
07-04-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.25,1.25,1.25,1.26,-0.01,-0.79%,12000,
07-04-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,9,9,9,9,0,0.00%,-,
07-04-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.45,4.56,4.51,4.55,-0.04,-0.88%,216400,
07-04-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,5,5,5,5,0,0.00%,-,
07-04-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
07-04-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.3,1.35,1.33,1.33,0,0.00%,1946700,
07-04-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,23,25,24.1,24,0.1,0.42%,11500,
07-04-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.9,7.04,6.94,7,-0.06,-0.86%,600,
07-04-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,6.7,7,6.76,7,-0.24,-3.43%,141500,
07-04-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2,2.35,2.24,2.18,0.06,2.75%,168500,
07-04-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,290,290,290,290,0,0.00%,67600,
07-04-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.46,2.54,2.52,2.54,-0.02,-0.79%,988200,
07-04-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,8.4,8.4,8.4,8.4,0,0.00%,-,
07-04-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,11,11,11,12,-1,-8.33%,100,
07-04-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,16,16.9,16.25,16.15,0.1,0.62%,65800,
07-04-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.39,0.4,0.4,0.39,0.01,2.56%,11700,
07-04-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
07-04-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,2.29,2.29,2.29,2.29,0,0.00%,100,
07-04-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.2,1.23,1.21,1.2,0.01,0.83%,900,
07-04-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8,8.48,8.44,8.46,-0.02,-0.24%,7200,
07-04-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,60,60,60,60,0,0.00%,-,
07-04-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,475,475,475,473.75,1.25,0.26%,500,
07-04-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,11.75,11.9,11.8,11.2,0.6,5.36%,700,
07-04-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,158,160,158.25,158,0.25,0.16%,988300,
07-04-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.3,1.3,1.3,1.22,0.08,6.56%,600,
07-04-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
07-04-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,29,29,29,29,0,0.00%,-,
07-04-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,36.5,37,36.8,36.75,0.05,0.14%,17077300,
07-04-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,5.9,6.88,6.18,6.94,-0.76,-10.95%,18200,
07-04-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1855,1855,1855,1855,0,0.00%,-,
07-04-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,182.5,184.48,183.4,184.14,-0.74,-0.40%,-,
07-04-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,206.6,208.61,207.39,207.94,-0.55,-0.26%,-,
07-04-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1856.13,1856.13,1856.13,1863.1,-6.97,-0.37%,-,
07-04-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3535.84,3535.84,3535.84,3547.08,-11.24,-0.32%,-,
07-04-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,159.79,159.79,159.79,159.85,-0.06,-0.04%,-,
07-04-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,1864.46,1864.46,1864.46,1874.5,-10.04,-0.54%,-,
07-04-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1482.96,1482.96,1482.96,1486.14,-3.18,-0.21%,-,
08-04-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.9,13.9,13.9,13.9,0,0.00%,-,
08-04-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,351,351,351,351,0,0.00%,-,
08-04-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,81,81,81,81,0,0.00%,-,
08-04-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,360,360,360,360,0,0.00%,-,
08-04-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,17.2,17.2,17.2,17.2,0,0.00%,81900,
08-04-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,140,145.25,141.25,145.75,-4.5,-3.09%,400,
08-04-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,24,24,24,24,0,0.00%,-,
08-04-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,8.8,8.96,8.86,8.84,0.02,0.23%,74300,
08-04-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,23.1,23.1,23.1,23.1,0,0.00%,227900,
08-04-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,11.7,12,11.9,11.85,0.05,0.42%,72000,
08-04-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,65,65.5,65.25,65,0.25,0.38%,1500,
08-04-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,37,38.7,37.5,38.3,-0.8,-2.09%,261000,
08-04-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.78,4.25,3.95,4.17,-0.22,-5.28%,38800,
08-04-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,48,49.5,48.05,49.75,-1.7,-3.42%,451000,
08-04-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,39,40,39.8,39.85,-0.05,-0.13%,186200,
08-04-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
08-04-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,24,25.35,24.6,25.25,-0.65,-2.57%,13300,
08-04-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,81,82.75,82.25,84.25,-2,-2.37%,400,
08-04-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,142,144,142.75,142.5,0.25,0.18%,8800,
08-04-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
08-04-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,1.06,1.1,1.07,1.12,-0.05,-4.46%,600,
08-04-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.92,3.92,3.92,3.92,0,0.00%,1500,
08-04-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
08-04-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,4.46,4.46,4.46,4.46,0,0.00%,800,
08-04-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,4.44,4.44,4.44,4.43,0.01,0.23%,20000,
08-04-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,16.6,18,17.85,16.7,1.15,6.89%,56800,
08-04-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3.36,3.36,3.36,3.36,0,0.00%,-,
08-04-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,21,21,21,21,0,0.00%,-,
08-04-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,17,17,17,17,0,0.00%,-,
08-04-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.21,0.23,0.21,0.23,-0.02,-8.70%,1005900,
08-04-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,5.44,5.92,5.6,5.42,0.18,3.32%,361100,
08-04-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
08-04-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,37.75,39.4,38.65,39,-0.35,-0.90%,29300,
08-04-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,40,40,40,40,0,0.00%,-,
08-04-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.25,1.27,1.25,1.25,0,0.00%,3500,
08-04-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,9,9,9,9,0,0.00%,-,
08-04-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.5,4.56,4.54,4.51,0.03,0.67%,204900,
08-04-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,5,5,5,5,0,0.00%,-,
08-04-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
08-04-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.3,1.37,1.33,1.33,0,0.00%,1364300,
08-04-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,24.3,24.3,24.3,24.1,0.2,0.83%,1000,
08-04-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.94,6.94,6.94,6.94,0,0.00%,-,
08-04-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,6.82,7,6.98,6.76,0.22,3.25%,31900,
08-04-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.1,2.35,2.24,2.24,0,0.00%,37500,
08-04-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,290,290,290,290,0,0.00%,14500,
08-04-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.46,2.54,2.48,2.52,-0.04,-1.59%,52900,
08-04-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,8,8.38,8.32,8.4,-0.08,-0.95%,10500,
08-04-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,11,11,11,11,0,0.00%,-,
08-04-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,16,16.2,16.05,16.25,-0.2,-1.23%,7400,
08-04-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.39,0.4,0.39,0.4,-0.01,-2.50%,13600,
08-04-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
08-04-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,2.29,2.29,2.29,2.29,0,0.00%,-,
08-04-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.09,1.22,1.11,1.21,-0.1,-8.26%,16100,
08-04-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.3,8.48,8.36,8.44,-0.08,-0.95%,4600,
08-04-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,60,60,60,60,0,0.00%,-,
08-04-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,470,475,470.25,475,-4.75,-1.00%,22500,
08-04-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,11.9,11.9,11.9,11.8,0.1,0.85%,800,
08-04-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,158,164,159.25,158.25,1,0.63%,38400,
08-04-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.2,1.25,1.21,1.3,-0.09,-6.92%,1100,
08-04-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
08-04-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,29,29,29,29,0,0.00%,1000,
08-04-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,36,36.7,36.15,36.8,-0.65,-1.77%,10535500,
08-04-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,5.6,6.2,5.72,6.18,-0.46,-7.44%,52700,
08-04-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1855,1855,1855,1855,0,0.00%,-,
08-04-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,180.6,183.88,181.69,183.4,-1.71,-0.93%,-,
08-04-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,203.27,207.39,204.98,207.39,-2.41,-1.16%,-,
08-04-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1856.97,1856.97,1856.97,1856.13,0.84,0.05%,-,
08-04-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3496.87,3496.87,3496.87,3535.84,-38.97,-1.10%,-,
08-04-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,157.77,157.77,157.77,159.79,-2.02,-1.26%,-,
08-04-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,1847.1,1847.1,1847.1,1864.46,-17.36,-0.93%,-,
08-04-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1472.55,1472.55,1472.55,1482.96,-10.41,-0.70%,-,
09-04-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.9,13.9,13.9,13.9,0,0.00%,-,
09-04-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,351,351,351,351,0,0.00%,-,
09-04-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,81,81,81,81,0,0.00%,-,
09-04-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,360,360,360,360,0,0.00%,-,
09-04-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,17.2,17.2,17.2,17.2,0,0.00%,-,
09-04-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,140,145.5,143,141.25,1.75,1.24%,2500,
09-04-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,24,24,24,24,0,0.00%,-,
09-04-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,8.7,8.9,8.86,8.86,0,0.00%,407100,
09-04-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,24,24,24,23.1,0.9,3.90%,500000,
09-04-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,11.8,11.95,11.9,11.9,0,0.00%,273600,
09-04-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,65.25,67.75,65.5,65.25,0.25,0.38%,3600,
09-04-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,37.5,38,37.7,37.5,0.2,0.53%,215900,
09-04-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.78,4,4,3.95,0.05,1.27%,406700,
09-04-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,47,48.95,47.4,48.05,-0.65,-1.35%,145400,
09-04-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,39.85,40.5,40,39.8,0.2,0.50%,3175100,
09-04-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
09-04-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,24.5,25,25,24.6,0.4,1.63%,53700,
09-04-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,81,83,83,82.25,0.75,0.91%,40500,
09-04-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,143,145.75,144,142.75,1.25,0.88%,6000,
09-04-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
09-04-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,1.02,1.17,1.03,1.07,-0.04,-3.74%,33500,
09-04-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.92,3.92,3.92,3.92,0,0.00%,100,
09-04-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
09-04-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,4.45,4.45,4.45,4.46,-0.01,-0.22%,500,
09-04-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,4.15,4.3,4.26,4.44,-0.18,-4.05%,20000,
09-04-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,17,17.95,17.05,17.85,-0.8,-4.48%,30200,
09-04-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3.36,3.36,3.36,3.36,0,0.00%,1000,
09-04-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,20.95,20.95,20.95,21,-0.05,-0.24%,100,
09-04-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,17.1,17.1,17.1,17,0.1,0.59%,200,
09-04-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.21,0.23,0.23,0.21,0.02,9.52%,115500,
09-04-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,5.5,5.8,5.6,5.6,0,0.00%,27300,
09-04-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
09-04-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,37.75,39.4,39.3,38.65,0.65,1.68%,1500,
09-04-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,40,40,40,40,0,0.00%,-,
09-04-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.25,1.25,1.25,1.25,0,0.00%,97700,
09-04-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,8.1,8.1,8.1,9,-0.9,-10.00%,500,
09-04-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.51,4.55,4.53,4.54,-0.01,-0.22%,69600,
09-04-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,5,5,5,5,0,0.00%,-,
09-04-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
09-04-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.3,1.4,1.39,1.33,0.06,4.51%,936100,
09-04-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,23,24.95,24.65,24.3,0.35,1.44%,2200,
09-04-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.94,6.94,6.94,6.94,0,0.00%,-,
