DATE,CODE,NAME,WEBSITE LINK,  LAST 12 MONTHS Low , LAST 12 MONTHS High , DAY'S TRADING Low , DAY'S TRADING High , DAY'S TRADING VWAP Price , Previous DAY'S VWAP Price ,  Change  ,,Volume of Shares Traded, VWAP Adjusted Price for bonus issues and share splits 
11-12-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.58 , 0.60 , 0.59 , 0.60 , (0.01),1.67%,56000, - 
11-12-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 37.75 , 39.50 , 39.30 , 37.75 , 1.55 ,4.11%,1100, - 
11-12-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 21.90 , 23.00 , 22.05 , 22.65 , (0.60),2.65%,21143400, - 
11-12-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 10.00 , 10.40 , 10.00 , 9.52 , 0.48 ,5.04%,11500, - 
11-12-18,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,855.00 "," 2,100.00 "," 1,165.00 "," 1,165.00 "," 1,165.00 "," 1,165.00 ",  -  ,-,-, - 
11-12-18,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 213.26 , 179.52 , 181.41 , 180.03 , 180.96 , (0.93),0.51%,-, - 
11-12-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 238.93 , 181.06 , 184.64 , 181.65 , 183.78 , (2.13),1.16%,-, - 
11-12-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,985.36 "," 2,764.28 "," 2,764.28 "," 2,764.28 "," 2,772.19 ", (7.91),0.29%,-, - 
11-12-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,904.50 "," 3,630.65 "," 3,630.65 "," 3,630.65 "," 3,656.08 ", (25.43),0.70%,-, - 
11-12-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 178.89 , 140.88 , 140.88 , 140.88 , 142.52 , (1.64),1.15%,-, - 
11-12-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,186.79 "," 1,680.37 "," 1,680.37 "," 1,680.37 "," 1,690.33 ", (9.96),0.59%,-, - 
11-12-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,740.41 "," 1,409.45 "," 1,409.45 "," 1,409.45 "," 1,420.57 ", (11.12),0.78%,-, - 
13-12-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 14.50 , 14.50 , 14.50 , 14.50 ,  -  ,-,-, - 
13-12-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 351.00 , 405.00 , 310.00 , 310.00 , 310.00 , 310.00 ,  -  ,-,-, - 
13-12-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 101.00 , 70.00 , 70.00 , 70.00 , 70.00 ,  -  ,-,-, - 
13-12-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 280.00 , 400.00 , 500.00 , 500.00 , 500.00 , 500.00 ,  -  ,-,-, - 
13-12-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 19.90 , 19.90 , 19.90 , 19.90 ,  -  ,-,1000, - 
13-12-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 140.50 , 140.50 , 140.50 , 140.50 ,  -  ,-,-, - 
13-12-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 32.95 , 18.90 , 18.90 , 18.90 , 18.90 ,  -  ,-,-, - 
13-12-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 10.70 , 11.00 , 10.75 , 10.70 , 0.05 ,0.47%,1040700, - 
13-12-18,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 30.75 , 33.00 , 33.00 , 33.00 , 33.00 ,  -  ,-,-, - 
13-12-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 14.00 , 14.45 , 14.35 , 14.40 , (0.05),0.35%,1283700, - 
13-12-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 148.25 , 148.50 , 148.25 , 148.00 , 0.25 ,0.17%,105700, - 
13-12-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 39.00 , 39.30 , 39.20 , 39.25 , (0.05),0.13%,3385600, - 
13-12-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 5.00 , 5.50 , 5.38 , 5.08 , 0.30 ,5.91%,6200, - 
13-12-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 85.00 , 85.50 , 85.00 , 85.00 ,  -  ,-,25200, 21.25 
13-12-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 39.30 , 40.00 , 39.60 , 39.70 , (0.10),0.25%,2268200, - 
13-12-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.50 , 5.70 , 5.70 , 5.70 ,  -  ,-,131300, - 
13-12-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 26.00 , 27.00 , 26.10 , 25.00 , 1.10 ,4.40%,167500, 23.73 
13-12-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 92.00 , 92.00 , 92.00 , 92.00 ,  -  ,-,100, - 
13-12-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 191.25 , 192.00 , 191.25 , 191.25 ,  -  ,-,55100, - 
13-12-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 ,  -  ,-,-, - 
13-12-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 0.95 , 1.00 , 0.99 , 1.00 , (0.01),1.00%,8000, - 
13-12-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 4.47 , 4.47 , 4.47 , 4.07 , 0.40 ,9.83%,100, - 
13-12-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 8.80 , 9.60 , 9.32 , 9.40 , (0.08),0.85%,38900, - 
13-12-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.50 , 4.50 , 4.50 , 4.32 , 0.18 ,4.17%,19600, - 
13-12-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 1.20 , 1.20 , 1.20 , 1.16 , 0.04 ,3.45%,400, - 
13-12-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 66.00 , 67.50 , 67.25 , 67.50 , (0.25),0.37%,41600, - 
13-12-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.20 , 1.90 , 2.00 , 1.95 , 1.94 , 0.01 ,0.52%,5400, - 
13-12-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.30 , 27.20 , 27.50 , 27.45 , 30.00 , (2.55),8.50%,1100, - 
13-12-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 13.10 , 18.00 , 21.00 , 21.00 , 21.00 , 20.70 , 0.30 ,1.45%,7500, - 
13-12-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.37 , 0.93 , 1.03 , 0.96 , 1.03 , (0.07),6.80%,171200, - 
13-12-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 4.52 , 21.50 , 14.00 , 14.50 , 14.00 , 13.95 , 0.05 ,0.36%,1500, - 
13-12-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 ,  -  ,-,-, - 
13-12-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 142.00 , 142.00 , 142.00 , 142.00 ,  -  ,-,73800, - 
13-12-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 19.05 , 49.00 , 80.00 , 80.00 , 80.00 , 80.00 ,  -  ,-,500, - 
13-12-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 2.35 , 2.35 , 2.35 , 2.39 , (0.04),1.67%,700, - 
13-12-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 15.00 , 15.00 , 15.00 , 15.00 ,  -  ,-,1000, - 
13-12-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 18.90 , 19.15 , 19.00 , 19.15 , (0.15),0.78%,2153900, - 
13-12-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.80 , 7.50 , 7.06 , 7.00 , 0.06 ,0.86%,1130200, - 
13-12-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-, - 
13-12-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-, - 
13-12-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 3.05 , 3.30 , 3.15 , 3.15 ,  -  ,-,2033600, - 
13-12-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 26.75 , 26.75 , 26.75 , 27.00 , (0.25),0.93%,200, - 
13-12-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 9.00 , 9.00 , 9.00 , 9.00 ,  -  ,-,-, - 
13-12-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 10.10 , 10.50 , 10.15 , 10.05 , 0.10 ,1.00%,57200, - 
13-12-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 3.50 , 4.00 , 3.71 , 3.71 ,  -  ,-,142900, - 
13-12-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 370.00 , 370.00 , 370.00 , 368.75 , 1.25 ,0.34%,3000, - 
13-12-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 14.30 , 15.25 , 14.35 , 14.90 , (0.55),3.69%,26400, 3.59 
13-12-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 12.00 , 12.95 , 12.85 , 12.95 , (0.10),0.77%,8000, - 
13-12-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 22.75 , 22.75 , 22.75 , 22.75 ,  -  ,-,-, - 
13-12-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 24.00 , 26.00 , 26.95 , 26.90 , 26.95 , (0.05),0.19%,181200, - 
13-12-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.68 , 0.70 , 0.69 , 0.70 , (0.01),1.43%,216000, - 
13-12-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-, - 
13-12-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 2.40 , 2.49 , 2.48 , 2.49 , (0.01),0.40%,2400, - 
13-12-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.30 , 3.00 , 3.00 , 3.00 , 3.00 ,  -  ,-,-, - 
13-12-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 14.00 , 14.50 , 14.45 , 14.05 , 0.40 ,2.85%,1029100, - 
13-12-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 75.00 , 75.00 , 75.00 , 75.00 ,  -  ,-,-, - 
13-12-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 310.00 , 500.00 , 500.00 , 500.00 , 500.00 , 529.00 , (29.00),5.48%,400, - 
13-12-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 10.85 , 11.00 , 10.90 , 10.85 , 0.05 ,0.46%,3900, - 
13-12-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 190.00 , 190.75 , 190.50 , 191.50 , (1.00),0.52%,318700, - 
13-12-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.54 , 2.95 , 2.95 , 2.95 , 2.95 ,  -  ,-,-, - 
13-12-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 14.00 , 14.00 , 14.00 , 14.00 ,  -  ,-,-, - 
13-12-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.58 , 0.63 , 0.60 , 0.59 , 0.01 ,1.69%,17700, - 
13-12-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 39.30 , 39.30 , 39.30 , 39.30 ,  -  ,-,-, - 
13-12-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 21.90 , 23.00 , 22.15 , 22.05 , 0.10 ,0.45%,22202200, - 
13-12-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.34 , 9.60 , 10.50 , 10.40 , 10.00 , 0.40 ,4.00%,18500, - 
13-12-18,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,855.00 "," 2,100.00 "," 1,165.00 "," 1,165.00 "," 1,165.00 "," 1,165.00 ",  -  ,-,-, - 
13-12-18,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 213.26 , 179.29 , 182.20 , 179.93 , 180.03 , (0.10),0.06%,-, - 
13-12-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 238.93 , 181.23 , 184.74 , 181.97 , 181.65 , 0.32 ,0.18%,-, - 
13-12-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,985.36 "," 2,762.34 "," 2,762.34 "," 2,762.34 "," 2,764.28 ", (1.94),0.07%,-, - 
13-12-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,904.50 "," 3,626.73 "," 3,626.73 "," 3,626.73 "," 3,630.65 ", (3.92),0.11%,-, - 
13-12-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 179.01 , 140.90 , 140.90 , 140.90 , 140.88 , 0.02 ,0.01%,-, - 
13-12-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,186.79 "," 1,677.70 "," 1,677.70 "," 1,677.70 "," 1,680.37 ", (2.67),0.16%,-, - 
13-12-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,740.41 "," 1,409.95 "," 1,409.95 "," 1,409.95 "," 1,409.45 ", 0.50 ,0.04%,-, - 
14-12-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 14.50 , 14.50 , 14.50 , 14.50 ,  -  ,-,-, - 
14-12-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 351.00 , 405.00 , 310.00 , 310.00 , 310.00 , 310.00 ,  -  ,-,-, - 
14-12-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 101.00 , 74.00 , 74.00 , 74.00 , 70.00 , 4.00 ,5.71%,100, - 
14-12-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 280.00 , 400.00 , 500.00 , 500.00 , 500.00 , 500.00 ,  -  ,-,-, - 
14-12-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 19.50 , 19.50 , 19.50 , 19.90 , (0.40),2.01%,2100, - 
14-12-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 141.00 , 145.00 , 142.25 , 140.50 , 1.75 ,1.25%,1100, - 
14-12-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 32.95 , 18.90 , 18.90 , 18.90 , 18.90 ,  -  ,-,-, - 
14-12-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 10.70 , 11.00 , 10.80 , 10.75 , 0.05 ,0.47%,224500, - 
14-12-18,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 30.75 , 33.00 , 33.00 , 33.00 , 33.00 ,  -  ,-,-, - 
14-12-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 14.00 , 14.30 , 14.10 , 14.35 , (0.25),1.74%,1118100, - 
14-12-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 148.25 , 148.25 , 148.25 , 148.25 ,  -  ,-,9000, - 
14-12-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 38.80 , 39.25 , 38.95 , 39.20 , (0.25),0.64%,606200, - 
14-12-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 5.40 , 5.50 , 5.50 , 5.38 , 0.12 ,2.23%,30300, - 
14-12-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 86.00 , 86.00 , 86.00 , 85.00 , 1.00 ,1.18%,2300, 21.50 
14-12-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 39.00 , 39.50 , 39.40 , 39.60 , (0.20),0.51%,1391900, - 
14-12-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.80 , 6.00 , 6.00 , 5.70 , 0.30 ,5.26%,31300, - 
14-12-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 26.00 , 27.00 , 26.60 , 26.10 , 0.50 ,1.92%,87500, 24.18 
14-12-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 92.00 , 92.00 , 92.00 , 92.00 ,  -  ,-,3000, - 
14-12-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 194.00 , 195.00 , 194.75 , 191.25 , 3.50 ,1.83%,2100, - 
14-12-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 ,  -  ,-,-, - 
14-12-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 0.99 , 0.99 , 0.99 , 0.99 ,  -  ,-,-, - 
14-12-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 4.55 , 4.80 , 4.68 , 4.47 , 0.21 ,4.70%,200, - 
14-12-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 8.60 , 9.00 , 8.92 , 9.32 , (0.40),4.29%,92700, - 
14-12-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.50 , 4.70 , 4.54 , 4.50 , 0.04 ,0.89%,4100, - 
14-12-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 1.16 , 1.19 , 1.17 , 1.20 , (0.03),2.50%,3400, - 
14-12-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 66.00 , 67.50 , 66.75 , 67.25 , (0.50),0.74%,6600, - 
14-12-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.20 , 1.90 , 2.00 , 1.98 , 1.95 , 0.03 ,1.54%,3100, - 
14-12-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.30 , 27.50 , 27.50 , 27.50 , 27.45 , 0.05 ,0.18%,6600, - 
14-12-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 13.10 , 18.00 , 21.00 , 21.00 , 21.00 , 21.00 ,  -  ,-,3300, - 
14-12-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.37 , 0.87 , 0.90 , 0.89 , 0.96 , (0.07),7.29%,6400, - 
14-12-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 4.52 , 21.50 , 14.00 , 14.00 , 14.00 , 14.00 ,  -  ,-,1400, - 
14-12-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 ,  -  ,-,-, - 
14-12-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 142.00 , 142.00 , 142.00 , 142.00 ,  -  ,-,-, - 
14-12-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 19.05 , 49.00 , 80.00 , 80.00 , 80.00 , 80.00 ,  -  ,-,500, - 
14-12-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 2.20 , 2.34 , 2.21 , 2.35 , (0.14),5.96%,10500, - 
14-12-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 15.00 , 15.00 , 15.00 , 15.00 ,  -  ,-,300, - 
14-12-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 18.70 , 19.00 , 18.85 , 19.00 , (0.15),0.79%,102500, - 
14-12-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 7.00 , 7.20 , 7.06 , 7.06 ,  -  ,-,526600, - 
14-12-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-, - 
14-12-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-, - 
14-12-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 3.10 , 3.16 , 3.14 , 3.15 , (0.01),0.32%,356900, - 
14-12-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 26.75 , 27.50 , 27.30 , 26.75 , 0.55 ,2.06%,2700, - 
14-12-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 9.00 , 9.00 , 9.00 , 9.00 ,  -  ,-,-, - 
14-12-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 10.10 , 10.50 , 10.20 , 10.15 , 0.05 ,0.49%,45900, - 
14-12-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 3.70 , 4.00 , 3.72 , 3.71 , 0.01 ,0.27%,88300, - 
14-12-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 370.00 , 370.00 , 370.00 , 370.00 ,  -  ,-,4800, - 
14-12-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 14.35 , 14.70 , 14.35 , 14.35 ,  -  ,-,8000, 3.59 
14-12-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 11.70 , 11.70 , 11.70 , 12.85 , (1.15),8.95%,200, - 
14-12-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 22.00 , 22.75 , 22.35 , 22.75 , (0.40),1.76%,1700, - 
14-12-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 24.00 , 26.00 , 26.50 , 26.25 , 26.90 , (0.65),2.42%,7100, - 
14-12-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.70 , 0.75 , 0.70 , 0.69 , 0.01 ,1.45%,26300, - 
14-12-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-, - 
14-12-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 2.35 , 2.35 , 2.35 , 2.48 , (0.13),5.24%,300, - 
14-12-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.30 , 2.95 , 2.95 , 2.95 , 3.00 , (0.05),1.67%,100, - 
14-12-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 14.10 , 14.50 , 14.15 , 14.45 , (0.30),2.08%,5400, - 
