DATE,CODE,NAME,WEBSITE LINK,  LAST 12 MONTHS Low , LAST 12 MONTHS High , DAY'S TRADING Low , DAY'S TRADING High , DAY'S TRADING VWAP Price , Previous DAY'S VWAP Price ,  Change  ,,Volume of Shares Traded, VWAP Adjusted Price for bonus issues and share splits 
02-08-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,830.60 "," 4,456.71 "," 4,456.71 "," 4,456.71 "," 4,433.92 ", 22.79 ,0.51%,-, - 
02-08-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 174.87 , 170.78 , 170.78 , 170.78 , 169.93 , 0.85 ,0.50%,-, - 
02-08-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,143.70 "," 2,005.52 "," 2,005.52 "," 2,005.52 "," 1,995.17 ", 10.35 ,0.52%,-, - 
02-08-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,709.80 "," 1,721.59 "," 1,721.59 "," 1,721.59 "," 1,711.00 ", 10.59 ,0.62%,-, - 
03-08-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 18.60 , 18.60 , 18.60 , 18.60 ,  -  ,-,-, - 
03-08-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 328.00 , 405.00 , 320.00 , 320.00 , 320.00 , 320.00 ,  -  ,-,-, - 
03-08-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 94.50 , 83.50 , 83.50 , 83.50 , 76.00 , 7.50 ,9.87%,1600, - 
03-08-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 300.00 , 400.00 , 500.00 , 500.00 , 500.00 , 500.00 ,  -  ,-,-, - 
03-08-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 21.00 , 21.00 , 21.00 , 20.25 , 0.75 ,3.70%,3921800, - 
03-08-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 169.00 , 180.00 , 171.00 , 169.00 , 2.00 ,1.18%,232600, - 
03-08-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 28.75 , 18.00 , 18.00 , 18.00 , 18.00 ,  -  ,-,-, - 
03-08-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 11.60 , 11.75 , 11.70 , 11.60 , 0.10 ,0.86%,223900, - 
03-08-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 16.95 , 17.05 , 16.95 , 16.95 ,  -  ,-,109700, - 
03-08-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 199.00 , 199.00 , 199.00 , 198.00 , 1.00 ,0.51%,1400, - 
03-08-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 49.00 , 49.50 , 49.25 , 49.25 ,  -  ,-,121100, - 
03-08-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 8.20 , 8.50 , 8.44 , 8.44 ,  -  ,-,164500, - 
03-08-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 115.00 , 115.00 , 115.00 , 115.00 ,  -  ,-,-, 28.75 
03-08-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 47.75 , 48.25 , 48.00 , 47.75 , 0.25 ,0.52%,795800, - 
03-08-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.65 , 5.90 , 5.75 , 5.85 , (0.10),1.71%,2500, - 
03-08-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 34.50 , 34.75 , 34.75 , 34.25 , 0.50 ,1.46%,1800, 31.59 
03-08-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 91.50 , 91.50 , 91.50 , 91.50 ,  -  ,-,-, - 
03-08-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 200.00 , 202.00 , 200.25 , 200.75 , (0.50),0.25%,1900, - 
03-08-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 1.25 , 1.25 , 1.25 , 1.25 ,  -  ,-,20000, - 
03-08-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 1.45 , 1.45 , 1.45 , 1.35 , 0.10 ,7.41%,700, - 
03-08-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 5.40 , 5.40 , 5.40 , 5.40 ,  -  ,-,11000, - 
03-08-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 9.90 , 10.20 , 9.95 , 9.85 , 0.10 ,1.02%,9400, - 
03-08-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.65 , 4.65 , 4.65 , 4.50 , 0.15 ,3.33%,1300, - 
03-08-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 2.30 , 2.45 , 2.35 , 2.45 , (0.10),4.08%,4200, - 
03-08-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 90.00 , 92.00 , 90.50 , 90.00 , 0.50 ,0.56%,1300, - 
03-08-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.62 , 2.90 , 2.90 , 2.90 , 2.85 , 0.05 ,1.75%,9100, - 
03-08-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.50 , 29.00 , 29.00 , 29.00 , 29.00 ,  -  ,-,1200, - 
03-08-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 12.55 , 18.00 , 27.00 , 27.25 , 27.00 , 27.50 , (0.50),1.82%,2000, - 
03-08-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.40 , 1.40 , 1.50 , 1.40 , 1.45 , (0.05),3.45%,20500, - 
03-08-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 4.80 , 21.50 , 16.35 , 16.50 , 16.45 , 15.80 , 0.65 ,4.11%,2266900, - 
03-08-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 4.40 , 4.70 , 4.50 , 4.40 , 0.10 ,2.27%,397400, - 
03-08-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 180.00 , 181.00 , 180.00 , 180.00 ,  -  ,-,3700, - 
03-08-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 26.00 , 49.00 , 54.00 , 54.00 , 54.00 , 54.00 ,  -  ,-,-, - 
03-08-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 3.70 , 3.70 , 3.70 , 3.55 , 0.15 ,4.23%,3800, - 
03-08-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 20.50 , 20.50 , 20.50 , 20.50 ,  -  ,-,100, - 
03-08-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 17.95 , 18.10 , 18.00 , 18.10 , (0.10),0.55%,10600, - 
03-08-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.10 , 6.40 , 6.10 , 6.35 , (0.25),3.94%,2536900, - 
03-08-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-, - 
03-08-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-, - 
03-08-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 5.95 , 6.20 , 6.00 , 6.20 , (0.20),3.23%,1063200, - 
03-08-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 32.00 , 32.75 , 32.25 , 30.25 , 2.00 ,6.61%,188100, - 
03-08-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 8.55 , 8.55 , 8.55 , 8.50 , 0.05 ,0.59%,-, - 
03-08-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 14.40 , 14.80 , 14.45 , 14.45 ,  -  ,-,40300, - 
03-08-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 4.80 , 5.00 , 4.90 , 4.85 , 0.05 ,1.03%,510200, - 
03-08-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 504.00 , 504.00 , 504.00 , 504.00 ,  -  ,-,-, - 
03-08-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 16.15 , 16.30 , 16.25 , 16.20 , 0.05 ,0.31%,173000, 4.06 
03-08-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 13.00 , 13.75 , 13.45 , 12.90 , 0.55 ,4.26%,500, - 
03-08-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 24.25 , 24.25 , 24.25 , 24.25 ,  -  ,-,-, - 
03-08-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 25.00 , 34.00 , 34.25 , 34.20 , 33.70 , 0.50 ,1.48%,290500, - 
03-08-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.80 , 0.85 , 0.80 , 0.80 ,  -  ,-,129300, - 
03-08-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-, - 
03-08-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 3.50 , 3.50 , 3.50 , 3.50 ,  -  ,-,500, - 
03-08-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.68 , 3.35 , 3.35 , 3.35 , 3.35 ,  -  ,-,-, - 
03-08-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 16.95 , 17.15 , 16.95 , 16.95 ,  -  ,-,2400, - 
03-08-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 72.00 , 72.00 , 72.00 , 72.00 ,  -  ,-,-, - 
03-08-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 305.00 , 500.00 , 620.00 , 620.00 , 620.00 , 620.00 ,  -  ,-,1900, - 
03-08-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 11.00 , 12.00 , 11.00 , 12.00 , (1.00),8.33%,37900, - 
03-08-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 229.00 , 229.00 , 229.00 , 224.00 , 5.00 ,2.23%,100, - 
03-08-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.54 , 3.60 , 3.60 , 3.60 , 3.70 , (0.10),2.70%,4100, - 
03-08-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 82.00 , 82.00 , 82.00 , 82.00 ,  -  ,-,-, - 
03-08-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.70 , 0.75 , 0.70 , 0.70 ,  -  ,-,1413400, - 
03-08-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 38.75 , 38.75 , 38.75 , 38.75 ,  -  ,-,-, - 
03-08-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 28.00 , 28.25 , 28.00 , 28.00 ,  -  ,-,5929000, - 
03-08-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 10.20 , 10.60 , 10.25 , 10.10 , 0.15 ,1.49%,2500, - 
03-08-18,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,835.00 "," 2,100.00 "," 1,220.00 "," 1,220.00 "," 1,220.00 "," 1,220.00 ",  -  ,-,-, - 
03-08-18,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 213.26 , 216.55 , 218.40 , 217.36 , 216.55 , 0.81 ,0.37%,-, - 
03-08-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 235.67 , 223.22 , 225.22 , 223.92 , 223.22 , 0.70 ,0.31%,-, - 
03-08-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,953.37 "," 3,310.15 "," 3,310.15 "," 3,310.15 "," 3,298.63 ", 11.52 ,0.35%,-, - 
03-08-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,866.74 "," 4,473.74 "," 4,473.74 "," 4,473.74 "," 4,456.71 ", 17.03 ,0.38%,-, - 
03-08-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 175.64 , 171.17 , 171.17 , 171.17 , 170.78 , 0.39 ,0.23%,-, - 
03-08-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,182.08 "," 2,013.92 "," 2,013.92 "," 2,013.92 "," 2,005.52 ", 8.40 ,0.42%,-, - 
03-08-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,740.41 "," 1,727.94 "," 1,727.94 "," 1,727.94 "," 1,721.59 ", 6.35 ,0.37%,-, - 
06-08-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 18.60 , 18.60 , 18.60 , 18.60 ,  -  ,-,-, - 
06-08-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 351.00 , 405.00 , 320.00 , 320.00 , 320.00 , 320.00 ,  -  ,-,-, - 
06-08-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 101.00 , 85.00 , 90.00 , 86.50 , 83.50 , 3.00 ,3.59%,800, - 
06-08-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 290.00 , 400.00 , 500.00 , 500.00 , 500.00 , 500.00 ,  -  ,-,-, - 
06-08-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 23.00 , 23.00 , 23.00 , 21.00 , 2.00 ,9.52%,1800, - 
06-08-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 171.00 , 180.00 , 172.00 , 171.00 , 1.00 ,0.58%,63600, - 
06-08-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 31.00 , 18.00 , 18.00 , 18.00 , 18.00 ,  -  ,-,-, - 
06-08-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 11.70 , 11.80 , 11.70 , 11.70 ,  -  ,-,189400, - 
06-08-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 16.95 , 17.15 , 17.00 , 16.95 , 0.05 ,0.29%,101600, - 
06-08-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 195.00 , 198.00 , 197.00 , 199.00 , (2.00),1.01%,46400, - 
06-08-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 49.25 , 50.50 , 49.75 , 49.25 , 0.50 ,1.02%,844300, - 
06-08-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 8.00 , 8.45 , 8.00 , 8.44 , (0.44),5.21%,654900, - 
06-08-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 110.00 , 110.00 , 110.00 , 115.00 , (5.00),4.35%,6900, 27.50 
06-08-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 48.00 , 49.00 , 48.50 , 48.00 , 0.50 ,1.04%,1464700, - 
06-08-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.80 , 6.00 , 5.80 , 5.75 , 0.05 ,0.87%,4600, - 
06-08-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 34.00 , 34.75 , 34.50 , 34.75 , (0.25),0.72%,60400, 31.36 
06-08-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 91.00 , 92.00 , 91.00 , 91.50 , (0.50),0.55%,67300, - 
06-08-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 200.00 , 203.00 , 201.75 , 200.25 , 1.50 ,0.75%,12700, - 
06-08-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 1.15 , 1.30 , 1.15 , 1.25 , (0.10),8.00%,13800, - 
06-08-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 1.40 , 1.50 , 1.45 , 1.45 ,  -  ,-,9700, - 
06-08-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 5.40 , 5.40 , 5.40 , 5.40 ,  -  ,-,-, - 
06-08-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 9.75 , 10.20 , 9.90 , 9.95 , (0.05),0.50%,18700, - 
06-08-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.50 , 4.50 , 4.50 , 4.65 , (0.15),3.23%,500, - 
06-08-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 2.35 , 2.35 , 2.35 , 2.35 ,  -  ,-,100, - 
06-08-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 90.00 , 93.00 , 90.00 , 90.50 , (0.50),0.55%,9900, - 
06-08-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.20 , 3.00 , 3.10 , 3.00 , 2.90 , 0.10 ,3.45%,53900, - 
06-08-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.30 , 29.00 , 29.00 , 29.00 , 29.00 ,  -  ,-,-, - 
06-08-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 13.10 , 18.00 , 27.00 , 27.00 , 27.00 , 27.00 ,  -  ,-,-, - 
06-08-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.37 , 1.50 , 1.50 , 1.50 , 1.40 , 0.10 ,7.14%,19800, - 
06-08-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 4.52 , 21.50 , 15.05 , 16.70 , 16.20 , 16.45 , (0.25),1.52%,2000, - 
06-08-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 4.50 , 4.70 , 4.55 , 4.50 , 0.05 ,1.11%,294500, - 
06-08-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 178.00 , 178.00 , 178.00 , 180.00 , (2.00),1.11%,4700, - 
06-08-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 19.05 , 49.00 , 55.00 , 55.00 , 55.00 , 54.00 , 1.00 ,1.85%,12100, - 
06-08-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 3.60 , 3.75 , 3.70 , 3.70 ,  -  ,-,20600, - 
06-08-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 20.50 , 20.50 , 20.50 , 20.50 ,  -  ,-,-, - 
06-08-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 17.75 , 18.00 , 17.85 , 18.00 , (0.15),0.83%,9500, - 
06-08-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.10 , 6.35 , 6.10 , 6.10 ,  -  ,-,1443100, - 
06-08-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-, - 
06-08-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-, - 
06-08-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 6.00 , 6.20 , 6.00 , 6.00 ,  -  ,-,175100, - 
06-08-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 31.00 , 32.50 , 31.00 , 32.25 , (1.25),3.88%,29200, - 
06-08-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 8.55 , 8.55 , 8.55 , 8.55 ,  -  ,-,-, - 
06-08-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 13.65 , 14.80 , 14.20 , 14.45 , (0.25),1.73%,22200, - 
06-08-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 4.85 , 5.00 , 4.95 , 4.90 , 0.05 ,1.02%,117100, - 
06-08-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 504.00 , 504.00 , 504.00 , 504.00 ,  -  ,-,3100, - 
06-08-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 16.05 , 16.45 , 16.20 , 16.25 , (0.05),0.31%,10000, 4.05 
06-08-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 12.90 , 13.50 , 12.95 , 13.45 , (0.50),3.72%,2400, - 
06-08-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 25.00 , 25.00 , 25.00 , 24.25 , 0.75 ,3.09%,100, - 
06-08-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 24.00 , 33.50 , 34.50 , 33.80 , 34.20 , (0.40),1.17%,6700, - 
06-08-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.75 , 0.85 , 0.75 , 0.80 , (0.05),6.25%,16100, - 
06-08-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-, - 
06-08-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 3.45 , 3.50 , 3.45 , 3.50 , (0.05),1.43%,500, - 
06-08-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.45 , 3.35 , 3.60 , 3.50 , 3.35 , 0.15 ,4.48%,10600, - 
06-08-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 16.85 , 17.00 , 16.95 , 16.95 ,  -  ,-,9800, - 
06-08-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 74.00 , 74.00 , 74.00 , 72.00 , 2.00 ,2.78%,100, - 
06-08-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 310.00 , 500.00 , 601.00 , 601.00 , 601.00 , 620.00 , (19.00),3.06%,400, - 
06-08-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 11.00 , 11.90 , 11.30 , 11.00 , 0.30 ,2.73%,300, - 
06-08-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 225.00 , 229.00 , 225.00 , 229.00 , (4.00),1.75%,56800, - 
06-08-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.54 , 3.55 , 3.60 , 3.55 , 3.60 , (0.05),1.39%,7600, - 
06-08-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 82.00 , 82.00 , 82.00 , 82.00 ,  -  ,-,-, - 
06-08-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.70 , 0.75 , 0.70 , 0.70 ,  -  ,-,298000, - 
06-08-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 40.00 , 40.00 , 40.00 , 38.75 , 1.25 ,3.23%,5200, - 
06-08-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 28.00 , 28.25 , 28.00 , 28.00 ,  -  ,-,1404800, - 
06-08-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 10.20 , 10.20 , 10.20 , 10.25 , (0.05),0.49%,4700, - 
